	Time	Field	Moment	Temerature	dMoment	Kramer	Jc	Fp	Km	Hnorm	Fpnorm
45	22560.0	-1.7733	-0.03416378	4.169	0.14458308	0.43878754	0.030438543157894737	-0.05397666858189474		-0.421251425313569	-0.5819945493277819
46	23060.0	-1.7683	-0.03560884	4.17	0.14625966	0.44101287	0.030791507368421057	-0.054448622479578955		-0.4200636640060813	-0.587083314588822
47	23561.0	-1.7633	-0.0370357	4.172	0.14789725	0.44316108	0.03113626315789474	-0.0549025728263158		-0.4188759026985937	-0.591977959523521
48	24061.0	-1.7584	-0.0384443	4.173	0.14954482	0.44531272	0.031483119999999996	-0.05535991820799999		-0.4177118966172558	-0.5969092108640255
49	24562.0	-1.7533	-0.03983737	4.174	0.15117037	0.44740146	0.03182534105263158	-0.05579937046757895		-0.4165003800836184	-0.6016475325590128
50	25062.0	-1.7483	-0.04120707	4.175	0.15275177	0.44941454	0.032158267368421055	-0.05622229884021053		-0.41531261877613074	-0.6062076881613208
51	25563.0	-1.7433	-0.04256111	4.176	0.15431659	0.45138731	0.03248770315789474	-0.0566358129151579		-0.41412485746864314	-0.610666335647587
52	26063.0	-1.7384	-0.04388414	4.176	0.15588003	0.453349	0.03281684842105263	-0.0570488092951579		-0.4129608513873052	-0.6151194011732487
53	26563.0	-1.7333	-0.04518625	4.176	0.15743679	0.45527264	0.033144587368421054	-0.05744951328568421		-0.4117493348536678	-0.6194399260316211
54	27063.0	-1.7283	-0.04647018	4.175	0.15897312	0.45715833	0.0334680252631579	-0.05784278806231579		-0.41056157354618017	-0.6236803466133474
55	27564.0	-1.7233	-0.04772283	4.175	0.16045428	0.45895054	0.03377984842105263	-0.058212812784		-0.4093738122386925	-0.6276700773024505
56	28064.0	-1.7182	-0.0489496	4.174	0.1619097	0.46068584	0.034086252631578946	-0.05856699927157894		-0.4081622957050551	-0.6314890348378484
57	28564.0	-1.7133	-0.05013991	4.174	0.16332588	0.46236597	0.034384395789473686	-0.058910785306105266		-0.4069982896237172	-0.6351958511991761
58	29064.0	-1.7083	-0.05131987	4.174	0.16475629	0.46404707	0.034685534736842105	-0.05925329899094737		-0.40581052831622955	-0.6388889486593469
59	29564.0	-1.7033	-0.05251536	4.174	0.16615637	0.46567325	0.03498028842105263	-0.059581925267578946		-0.40462276700874195	-0.6424323074250936
60	30064.0	-1.6984	-0.0536979	4.173	0.16754256	0.46727503	0.035272117894736846	-0.059906165032421056		-0.403458760927404	-0.6459283693490918
61	30564.0	-1.6933	-0.05487009	4.173	0.16892826	0.46885076	0.035563844210526316	-0.06022025740168421		-0.40224724439376663	-0.6493150186495994
62	31064.0	-1.6883	-0.0560292	4.173	0.17031889	0.47042871	0.03585660842105263	-0.06053671199726315		-0.401059483086279	-0.6527271382667491
63	31564.0	-1.6833	-0.057152	4.173	0.17165076	0.47191442	0.03613700210526316	-0.06082941564378948		-0.3998717217787913	-0.6558831671829877
64	32064.0	-1.6782	-0.05820714	4.172	0.17293456	0.47331669	0.036407275789473684	-0.06109869022989473		-0.3986602052451539	-0.6587865761095312
65	32565.0	-1.6733	-0.05926235	4.172	0.17421564	0.47471945	0.03667697684210527	-0.061371585349894744		-0.39749619916381607	-0.6617290228471839
66	33065.0	-1.6683	-0.06032792	4.172	0.17553491	0.47615712	0.03695471789473684	-0.06165155586378946		-0.39630843785632835	-0.6647477588555392
67	33566.0	-1.6633	-0.0613883	4.172	0.17684318	0.47756974	0.03723014315789473	-0.06192489711452631		-0.39512067654884075	-0.6676950159244692
68	34067.0	-1.6582	-0.06244351	4.172	0.17819349	0.47902165	0.03751441894736842	-0.06220640949852631		-0.3939091600152033	-0.670730376893583
69	34568.0	-1.6533	-0.06347788	4.172	0.17949321	0.48040988	0.03778804421052631	-0.06247497349326315		-0.39274515393386544	-0.6736261239855953
