6.0K Nb4Ta_D1_1.01mm_210C_48h_410C_50h_670C_48h 11-14-2019
12:36 PM, Thursday, November 14, 2019
File Description: l=4.75mm;d=1.1mm
Vibration Amplitude [mm]: 1.500
Calibrated at 1.5mm; Data apporpriately scaled for reduced amplitude
Vibration Frequency [Hz]: 55.00
Helium Level [%]: 72.3
Center [mm]: 14.26
Operator Name: Nawaraj

Time [ms]	Field [T]	Moment [emu]	Temp [K]	dMoment [emu]	Kramer
28049.00000000	-1.71840000	-0.05034001	6.01300000	0.14679960	0.43867562
28549.00000000	-1.71340000	-0.05136667	6.01300000	0.14806934	0.44024786
29049.00000000	-1.70830000	-0.05238284	6.01300000	0.14928581	0.44172330
29549.00000000	-1.70330000	-0.05339125	6.01300000	0.15047912	0.44316036
30050.00000000	-1.69840000	-0.05435550	6.01300000	0.15168307	0.44460931
30551.00000000	-1.69330000	-0.05530926	6.01300000	0.15290619	0.44606281
31051.00000000	-1.68830000	-0.05651784	6.01400000	0.15435841	0.44784481
31552.00000000	-1.68330000	-0.05754184	6.01400000	0.15558554	0.44928818
32053.00000000	-1.67840000	-0.05838387	6.01400000	0.15663121	0.45046704
32553.00000000	-1.67330000	-0.05922597	6.01400000	0.15775397	0.45173485
33053.00000000	-1.66830000	-0.06008884	6.01400000	0.15887051	0.45299163
33553.00000000	-1.66330000	-0.06098286	6.01500000	0.15997735	0.45422590
34054.00000000	-1.65840000	-0.06187694	6.01500000	0.16105971	0.45542386
34554.00000000	-1.65330000	-0.06276059	6.01500000	0.16214640	0.45660595
35055.00000000	-1.64830000	-0.06362347	6.01500000	0.16320587	0.45774853
35555.00000000	-1.64330000	-0.06444990	6.01500000	0.16425660	0.45887102
36055.00000000	-1.63820000	-0.06526079	6.01500000	0.16533783	0.46002120
36555.00000000	-1.63330000	-0.06605608	6.01500000	0.16639299	0.46114128
37056.00000000	-1.62830000	-0.06686180	6.01500000	0.16743137	0.46222350
37557.00000000	-1.62330000	-0.06769347	6.01500000	0.16845091	0.46327235
38057.00000000	-1.61820000	-0.06850416	6.01500000	0.16947868	0.46431807
38558.00000000	-1.61330000	-0.06927880	6.01400000	0.17046803	0.46531843
39058.00000000	-1.60830000	-0.07004323	6.01400000	0.17148266	0.46633915
39558.00000000	-1.60330000	-0.07078654	6.01400000	0.17250687	0.46736577
40059.00000000	-1.59820000	-0.07151894	6.01400000	0.17353499	0.46838319
40559.00000000	-1.59330000	-0.07224181	6.01400000	0.17451773	0.46934712
41059.00000000	-1.58830000	-0.07296945	6.01400000	0.17545732	0.47023925
41559.00000000	-1.58330000	-0.07368687	6.01400000	0.17638212	0.47110541
42059.00000000	-1.57820000	-0.07438861	6.01400000	0.17727726	0.47191853
42559.00000000	-1.57330000	-0.07507469	6.01400000	0.17820292	0.47278130
43059.00000000	-1.56830000	-0.07578121	6.01500000	0.17922689	0.47376052
43559.00000000	-1.56330000	-0.07648295	6.01500000	0.18019869	0.47466411
44059.00000000	-1.55820000	-0.07715404	6.01500000	0.18112313	0.47549150
44559.00000000	-1.55330000	-0.07779311	6.01500000	0.18198214	0.47624257
45059.00000000	-1.54830000	-0.07845330	6.01600000	0.18291711	0.47707971
45559.00000000	-1.54330000	-0.07910327	6.01600000	0.18381603	0.47786396
46059.00000000	-1.53820000	-0.07976822	6.01700000	0.18471430	0.47863391
46560.00000000	-1.53330000	-0.08041819	6.01700000	0.18558421	0.47937711
47060.00000000	-1.52830000	-0.08106816	6.01800000	0.18646849	0.48012563
47561.00000000	-1.52320000	-0.08172766	6.01800000	0.18740301	0.48092518
48061.00000000	-1.51820000	-0.08239330	6.01800000	0.18833351	0.48172152
48561.00000000	-1.51330000	-0.08302760	6.01800000	0.18921218	0.48245387
49061.00000000	-1.50830000	-0.08362034	6.01800000	0.19008080	0.48316010
49561.00000000	-1.50330000	-0.08420762	6.01800000	0.19093845	0.48384707
50062.00000000	-1.49820000	-0.08481535	6.01800000	0.19181526	0.48454490
50562.00000000	-1.49330000	-0.08543466	6.01800000	0.19265891	0.48521176
51062.00000000	-1.48830000	-0.08604784	6.01800000	0.19350558	0.48586919
51562.00000000	-1.48320000	-0.08664058	6.01800000	0.19433033	0.48648586
52063.00000000	-1.47820000	-0.08719652	6.01800000	0.19509619	0.48703222
52563.00000000	-1.47310000	-0.08777359	6.01700000	0.19592558	0.48764483
53063.00000000	-1.46830000	-0.08832954	6.01700000	0.19678665	0.48831663
53563.00000000	-1.46320000	-0.08889094	6.01700000	0.19764455	0.48895439
54064.00000000	-1.45820000	-0.08945778	6.01700000	0.19849715	0.48958873
54564.00000000	-1.45330000	-0.09000351	6.01700000	0.19934868	0.49022505
55065.00000000	-1.44830000	-0.09054379	6.01600000	0.20020681	0.49085595
55565.00000000	-1.44320000	-0.09104796	6.01600000	0.20100423	0.49139895
56066.00000000	-1.43820000	-0.09154736	6.01600000	0.20170786	0.49183137
56566.00000000	-1.43330000	-0.09206719	6.01600000	0.20245203	0.49231758
57067.00000000	-1.42810000	-0.09261292	6.01700000	0.20333138	0.49293750
57568.00000000	-1.42320000	-0.09313753	6.01700000	0.20420845	0.49357521
58070.00000000	-1.41820000	-0.09366282	6.01700000	0.20503006	0.49413219
58570.00000000	-1.41330000	-0.09416699	6.01700000	0.20579930	0.49463010
59071.00000000	-1.40810000	-0.09464526	6.01800000	0.20657991	0.49511081
59571.00000000	-1.40320000	-0.09510787	6.01800000	0.20732202	0.49556727
60072.00000000	-1.39820000	-0.09559637	6.01900000	0.20810794	0.49606279
60572.00000000	-1.39310000	-0.09615232	6.02000000	0.20896313	0.49662709
61072.00000000	-1.38810000	-0.09672938	6.02000000	0.20989236	0.49728288
61574.00000000	-1.38320000	-0.09726489	6.02100000	0.21073876	0.49784420
62074.00000000	-1.37820000	-0.09772273	6.02000000	0.21150222	0.49829385
62574.00000000	-1.37310000	-0.09816967	6.02000000	0.21224674	0.49870768
63074.00000000	-1.36810000	-0.09862683	6.02000000	0.21301486	0.49915383
63574.00000000	-1.36320000	-0.09911533	6.02000000	0.21378287	0.49960450
64075.00000000	-1.35810000	-0.09964061	6.02000000	0.21459027	0.50007824
64575.00000000	-1.35310000	-0.10016045	6.02000000	0.21540187	0.50056123
65076.00000000	-1.34810000	-0.10063873	6.02000000	0.21619358	0.50101637
65576.00000000	-1.34320000	-0.10110134	6.01900000	0.21699592	0.50148847
66076.00000000	-1.33810000	-0.10157962	6.01900000	0.21786156	0.50201009
66577.00000000	-1.33310000	-0.10205244	6.01900000	0.21866586	0.50246541
67078.00000000	-1.32810000	-0.10248371	6.01900000	0.21938701	0.50282070
67578.00000000	-1.32320000	-0.10287342	6.01900000	0.22003659	0.50309944
68078.00000000	-1.31800000	-0.10331014	6.01900000	0.22082701	0.50350634
68578.00000000	-1.31310000	-0.10379864	6.01900000	0.22166285	0.50398882
69078.00000000	-1.30810000	-0.10424557	6.01900000	0.22248273	0.50443869
69578.00000000	-1.30300000	-0.10468774	6.01900000	0.22327734	0.50484543
70078.00000000	-1.29800000	-0.10515580	6.01900000	0.22406404	0.50524817
70578.00000000	-1.29310000	-0.10558162	6.01900000	0.22481632	0.50561733
71078.00000000	-1.28810000	-0.10598700	6.01800000	0.22555392	0.50595581
71579.00000000	-1.28300000	-0.10641895	6.01800000	0.22631805	0.50630971
72079.00000000	-1.27800000	-0.10688156	6.01800000	0.22709868	0.50668730
72579.00000000	-1.27310000	-0.10730737	6.01800000	0.22783111	0.50701656
73079.00000000	-1.26810000	-0.10770798	6.01800000	0.22856364	0.50733164
73579.00000000	-1.26300000	-0.10810246	6.01800000	0.22928189	0.50761648
74079.00000000	-1.25800000	-0.10855485	6.01800000	0.23003930	0.50795025
74580.00000000	-1.25310000	-0.10901746	6.01800000	0.23078785	0.50827986
75080.00000000	-1.24810000	-0.10949096	6.01800000	0.23157639	0.50863880
75581.00000000	-1.24300000	-0.10998968	6.01800000	0.23247024	0.50909809
76082.00000000	-1.23800000	-0.11046796	6.01700000	0.23334877	0.50954544
76582.00000000	-1.23310000	-0.11086312	6.01600000	0.23409045	0.50984883
77082.00000000	-1.22810000	-0.11121604	6.01600000	0.23479832	0.51010071
77582.00000000	-1.22300000	-0.11165276	6.01600000	0.23563083	0.51047288
78082.00000000	-1.21800000	-0.11215215	6.01600000	0.23653293	0.51092556
78583.00000000	-1.21310000	-0.11265087	6.01600000	0.23741992	0.51136704
79083.00000000	-1.20800000	-0.11306715	6.01600000	0.23827994	0.51175309
79583.00000000	-1.20300000	-0.11339963	6.01600000	0.23901948	0.51201543
80083.00000000	-1.19800000	-0.11375323	6.01600000	0.23975179	0.51226554
80584.00000000	-1.19310000	-0.11418926	6.01600000	0.24051014	0.51254961
81085.00000000	-1.18800000	-0.11462598	6.01600000	0.24119726	0.51273185
81585.00000000	-1.18300000	-0.11504226	6.01600000	0.24188677	0.51292308
82086.00000000	-1.17800000	-0.11543742	6.01600000	0.24262454	0.51316105
82586.00000000	-1.17310000	-0.11585302	6.01600000	0.24342709	0.51347371
83087.00000000	-1.16800000	-0.11626862	6.01600000	0.24423815	0.51376849
83587.00000000	-1.16300000	-0.11664334	6.01600000	0.24500749	0.51402544
84088.00000000	-1.15800000	-0.11703781	6.01600000	0.24578445	0.51428557
84588.00000000	-1.15290000	-0.11745409	6.01600000	0.24660477	0.51457496
85089.00000000	-1.14800000	-0.11786969	6.01600000	0.24742003	0.51487629
85589.00000000	-1.14300000	-0.11828529	6.01600000	0.24825052	0.51517721
86089.00000000	-1.13800000	-0.11876357	6.01600000	0.24911128	0.51550426
86589.00000000	-1.13290000	-0.11917985	6.01600000	0.24993652	0.51577793
87090.00000000	-1.12800000	-0.11957500	6.01600000	0.25079157	0.51609986
87591.00000000	-1.12300000	-0.11999060	6.01600000	0.25168414	0.51644356
88092.00000000	-1.11790000	-0.12042732	6.01600000	0.25257010	0.51676335
88593.00000000	-1.11290000	-0.12082248	6.01600000	0.25334722	0.51697805
89094.00000000	-1.10800000	-0.12119652	6.01600000	0.25415846	0.51723419
89594.00000000	-1.10300000	-0.12159168	6.01600000	0.25501097	0.51751544
90094.00000000	-1.09790000	-0.12202839	6.01600000	0.25589814	0.51781456
90595.00000000	-1.09290000	-0.12246443	6.01600000	0.25673135	0.51806536
91096.00000000	-1.08800000	-0.12290115	6.01600000	0.25758966	0.51834802
91596.00000000	-1.08280000	-0.12331743	6.01600000	0.25850247	0.51864406
92096.00000000	-1.07790000	-0.12373303	6.01600000	0.25937369	0.51892857
92596.00000000	-1.07290000	-0.12416975	6.01600000	0.26025023	0.51920082
93097.00000000	-1.06800000	-0.12458534	6.01600000	0.26110219	0.51945517
93597.00000000	-1.06280000	-0.12506362	6.01600000	0.26203364	0.51974631
94097.00000000	-1.05790000	-0.12556302	6.01600000	0.26294511	0.52004833
94597.00000000	-1.05290000	-0.12604130	6.01600000	0.26380767	0.52028403
95097.00000000	-1.04800000	-0.12643578	6.01600000	0.26468004	0.52053617
95597.00000000	-1.04300000	-0.12681050	6.01500000	0.26553103	0.52074933
96097.00000000	-1.03790000	-0.12722609	6.01400000	0.26638532	0.52094758
96597.00000000	-1.03290000	-0.12764169	6.01300000	0.26727894	0.52119103
97098.00000000	-1.02800000	-0.12807841	6.01300000	0.26819520	0.52146334
97599.00000000	-1.02280000	-0.12851513	6.01300000	0.26916848	0.52174678
98099.00000000	-1.01790000	-0.12895185	6.01200000	0.27006510	0.52198799
98599.00000000	-1.01290000	-0.12938856	6.01200000	0.27097965	0.52222779
99099.00000000	-1.00800000	-0.12982528	6.01200000	0.27187628	0.52245729
99599.00000000	-1.00280000	-0.13030356	6.01200000	0.27289372	0.52275760
100099.00000000	-0.99790000	-0.13073960	6.01200000	0.27382880	0.52301160
100599.00000000	-0.99290000	-0.13115588	6.01200000	0.27474486	0.52322823
101099.00000000	-0.98800000	-0.13155104	6.01200000	0.27564084	0.52343290
101599.00000000	-0.98280000	-0.13196663	6.01200000	0.27663781	0.52368731
102099.00000000	-0.97790000	-0.13240335	6.01200000	0.27759467	0.52393712
102599.00000000	-0.97290000	-0.13288163	6.01200000	0.27861283	0.52422485
103099.00000000	-0.96800000	-0.13333879	6.01300000	0.27959024	0.52448110
103599.00000000	-0.96280000	-0.13383819	6.01300000	0.28065299	0.52476983
104099.00000000	-0.95790000	-0.13435803	6.01300000	0.28171347	0.52509013
104599.00000000	-0.95290000	-0.13489830	6.01300000	0.28283437	0.52544579
105099.00000000	-0.94800000	-0.13541814	6.01300000	0.28389322	0.52575038
105599.00000000	-0.94280000	-0.13587530	6.01300000	0.28489020	0.52594901
106099.00000000	-0.93790000	-0.13627046	6.01300000	0.28578606	0.52608952
106599.00000000	-0.93290000	-0.13662406	6.01300000	0.28668189	0.52620977
107099.00000000	-0.92800000	-0.13703965	6.01300000	0.28765843	0.52641172
107599.00000000	-0.92280000	-0.13749749	6.01200000	0.28870085	0.52662434
108099.00000000	-0.91790000	-0.13795465	6.01200000	0.28971666	0.52684829
108599.00000000	-0.91290000	-0.13837025	6.01300000	0.29069498	0.52701693
109099.00000000	-0.90800000	-0.13884853	6.01300000	0.29175438	0.52726647
109599.00000000	-0.90280000	-0.13934793	6.01400000	0.29283362	0.52748286
110099.00000000	-0.89790000	-0.13988820	6.01500000	0.29387370	0.52770032
110599.00000000	-0.89290000	-0.14040804	6.01500000	0.29491803	0.52789964
111099.00000000	-0.88800000	-0.14090744	6.01600000	0.29603950	0.52817528
111599.00000000	-0.88280000	-0.14140616	6.01600000	0.29716109	0.52839847
112099.00000000	-0.87790000	-0.14198799	6.01600000	0.29828441	0.52866011
112599.00000000	-0.87290000	-0.14252895	6.01600000	0.29943051	0.52891898
113099.00000000	-0.86800000	-0.14302767	6.01600000	0.30057304	0.52918186
113599.00000000	-0.86280000	-0.14352707	6.01600000	0.30173879	0.52941117
114099.00000000	-0.85790000	-0.14406735	6.01600000	0.30292221	0.52969360
114599.00000000	-0.85290000	-0.14458718	6.01500000	0.30406512	0.52991697
115099.00000000	-0.84790000	-0.14506546	6.01500000	0.30515535	0.53008639
115599.00000000	-0.84280000	-0.14558530	6.01500000	0.30624871	0.53023485
116100.00000000	-0.83790000	-0.14614670	6.01500000	0.30741590	0.53047047
116601.00000000	-0.83290000	-0.14668698	6.01500000	0.30864195	0.53073251
117101.00000000	-0.82790000	-0.14720681	6.01500000	0.30983705	0.53095919
117601.00000000	-0.82280000	-0.14774777	6.01500000	0.31101354	0.53114514
118101.00000000	-0.81790000	-0.14824649	6.01400000	0.31211338	0.53128952
118601.00000000	-0.81290000	-0.14872477	6.01400000	0.31325515	0.53144508
119101.00000000	-0.80790000	-0.14922417	6.01400000	0.31436704	0.53156687
119601.00000000	-0.80280000	-0.14976444	6.01400000	0.31556778	0.53173858
120101.00000000	-0.79790000	-0.15034696	6.01400000	0.31685294	0.53200534
120602.00000000	-0.79290000	-0.15090836	6.01400000	0.31803720	0.53216164
121103.00000000	-0.78780000	-0.15146976	6.01500000	0.31920150	0.53227547
121604.00000000	-0.78280000	-0.15203047	6.01500000	0.32032453	0.53236293
122104.00000000	-0.77790000	-0.15267567	6.01500000	0.32157552	0.53256477
122605.00000000	-0.77270000	-0.15332019	6.01500000	0.32293635	0.53279629
123106.00000000	-0.76780000	-0.15394359	6.01500000	0.32426142	0.53303983
123607.00000000	-0.76280000	-0.15446342	6.01600000	0.32544066	0.53313669
124107.00000000	-0.75790000	-0.15498326	6.01600000	0.32658488	0.53321335
124607.00000000	-0.75270000	-0.15554466	6.01600000	0.32782048	0.53330238
125107.00000000	-0.74780000	-0.15608494	6.01700000	0.32904241	0.53342370
125607.00000000	-0.74280000	-0.15664634	6.01700000	0.33034997	0.53358684
126108.00000000	-0.73790000	-0.15724929	6.01800000	0.33163596	0.53374054
126608.00000000	-0.73290000	-0.15793537	6.01900000	0.33294660	0.53388593
127109.00000000	-0.72780000	-0.15866369	6.02000000	0.33432727	0.53405860
127609.00000000	-0.72280000	-0.15934977	6.02000000	0.33569584	0.53422907
128109.00000000	-0.71790000	-0.16003584	6.02000000	0.33710759	0.53444160
128609.00000000	-0.71270000	-0.16065924	6.02000000	0.33845162	0.53453357
129109.00000000	-0.70780000	-0.16130376	6.02000000	0.33976765	0.53464887
129609.00000000	-0.70280000	-0.16192783	6.01900000	0.34105809	0.53471469
130109.00000000	-0.69790000	-0.16253079	6.01800000	0.34234768	0.53478842
130609.00000000	-0.69270000	-0.16315419	6.01700000	0.34371322	0.53485298
131109.00000000	-0.68780000	-0.16381983	6.01700000	0.34506961	0.53495703
131609.00000000	-0.68280000	-0.16452702	6.01700000	0.34644213	0.53504305
132109.00000000	-0.67790000	-0.16521310	6.01600000	0.34777249	0.53510502
132609.00000000	-0.67270000	-0.16587806	6.01600000	0.34911749	0.53510765
133109.00000000	-0.66780000	-0.16656414	6.01600000	0.35047677	0.53516934
133609.00000000	-0.66280000	-0.16727133	6.01600000	0.35188898	0.53523987
134109.00000000	-0.65790000	-0.16797785	6.01600000	0.35323503	0.53526871
134609.00000000	-0.65270000	-0.16862305	6.01600000	0.35460747	0.53524466
135109.00000000	-0.64780000	-0.16924645	6.01600000	0.35590571	0.53521430
135609.00000000	-0.64280000	-0.16987052	6.01600000	0.35727647	0.53520625
136109.00000000	-0.63790000	-0.17053616	6.01600000	0.35864121	0.53520264
136609.00000000	-0.63270000	-0.17130536	6.01600000	0.36020160	0.53526923
137109.00000000	-0.62780000	-0.17209568	6.01700000	0.36168412	0.53532811
137609.00000000	-0.62280000	-0.17286487	6.01700000	0.36314335	0.53533569
138109.00000000	-0.61790000	-0.17359251	6.01700000	0.36463815	0.53537810
138609.00000000	-0.61270000	-0.17436171	6.01700000	0.36616541	0.53536581
139109.00000000	-0.60780000	-0.17513090	6.01700000	0.36756790	0.53531445
139609.00000000	-0.60280000	-0.17592122	6.01700000	0.36904569	0.53528291
140109.00000000	-0.59790000	-0.17671154	6.01700000	0.37054059	0.53527262
140609.00000000	-0.59270000	-0.17745961	6.01700000	0.37198900	0.53514785
141109.00000000	-0.58780000	-0.17822949	6.01700000	0.37343293	0.53507382
141609.00000000	-0.58280000	-0.17897757	6.01700000	0.37491035	0.53498746
142109.00000000	-0.57790000	-0.17974676	6.01700000	0.37641858	0.53493215
142609.00000000	-0.57270000	-0.18051664	6.01700000	0.37797897	0.53482982
143109.00000000	-0.56780000	-0.18130628	6.01700000	0.37946332	0.53472901
143609.00000000	-0.56280000	-0.18211703	6.01700000	0.38102428	0.53464419
144109.00000000	-0.55790000	-0.18294891	6.01700000	0.38262166	0.53459374
144609.00000000	-0.55270000	-0.18378079	6.01700000	0.38417229	0.53442330
145109.00000000	-0.54780000	-0.18463311	6.01700000	0.38567690	0.53427804
145609.00000000	-0.54280000	-0.18556854	6.01700000	0.38728126	0.53416226
146109.00000000	-0.53790000	-0.18646310	6.01600000	0.38892338	0.53408135
146609.00000000	-0.53270000	-0.18733585	6.01600000	0.39055542	0.53390257
147109.00000000	-0.52780000	-0.18818885	6.01600000	0.39205844	0.53369453
147609.00000000	-0.52280000	-0.18902005	6.01500000	0.39351483	0.53341405
148109.00000000	-0.51770000	-0.18985192	6.01400000	0.39501417	0.53312111
148609.00000000	-0.51270000	-0.19068380	6.01300000	0.39656553	0.53287250
149110.00000000	-0.50780000	-0.19151500	6.01200000	0.39815667	0.53266011
149610.00000000	-0.50280000	-0.19234687	6.01200000	0.39977904	0.53242548
150111.00000000	-0.49790000	-0.19315763	6.01200000	0.40136876	0.53217849
150611.00000000	-0.49270000	-0.19398951	6.01200000	0.40300040	0.53186128
151111.00000000	-0.48780000	-0.19484182	6.01200000	0.40459917	0.53158528
151611.00000000	-0.48280000	-0.19571526	6.01200000	0.40617614	0.53125009
152111.00000000	-0.47790000	-0.19665070	6.01200000	0.40773082	0.53091015
152611.00000000	-0.47270000	-0.19762769	6.01200000	0.40940315	0.53054471
153111.00000000	-0.46780000	-0.19856381	6.01200000	0.41106797	0.53023925
153611.00000000	-0.46280000	-0.19939501	6.01200000	0.41266776	0.52984472
154112.00000000	-0.45790000	-0.20024800	6.01200000	0.41425979	0.52945500
154613.00000000	-0.45270000	-0.20110032	6.01200000	0.41586861	0.52896958
155114.00000000	-0.44780000	-0.20197376	6.01200000	0.41744948	0.52853407
155615.00000000	-0.44270000	-0.20284651	6.01200000	0.41906357	0.52804063
156116.00000000	-0.43770000	-0.20378263	6.01200000	0.42071363	0.52757891
156616.00000000	-0.43270000	-0.20473850	6.01100000	0.42239690	0.52711708
157116.00000000	-0.42780000	-0.20569506	6.01100000	0.42405707	0.52665031
157617.00000000	-0.42270000	-0.20661006	6.01100000	0.42561875	0.52603960
158117.00000000	-0.41770000	-0.20748349	6.01100000	0.42717993	0.52543807
158617.00000000	-0.41270000	-0.20831537	6.01100000	0.42874173	0.52481531
159117.00000000	-0.40780000	-0.20920925	6.01100000	0.43040277	0.52426315
159618.00000000	-0.40260000	-0.21014468	6.01100000	0.43210253	0.52361472
160118.00000000	-0.39770000	-0.21112168	6.01000000	0.43381412	0.52304703
160619.00000000	-0.39270000	-0.21205780	6.01000000	0.43551920	0.52241890
161119.00000000	-0.38760000	-0.21295167	6.01000000	0.43718774	0.52171092
161619.00000000	-0.38260000	-0.21386667	6.01000000	0.43882009	0.52099012
162119.00000000	-0.37770000	-0.21480210	6.00900000	0.44050933	0.52031255
162619.00000000	-0.37270000	-0.21573754	6.00800000	0.44221546	0.51958524
163119.00000000	-0.36760000	-0.21661098	6.00600000	0.44390889	0.51878904
163619.00000000	-0.36260000	-0.21742173	6.00500000	0.44549227	0.51793712
164119.00000000	-0.35770000	-0.21827405	6.00400000	0.44707586	0.51709501
164619.00000000	-0.35270000	-0.21921017	6.00400000	0.44870031	0.51621373
165119.00000000	-0.34780000	-0.22010404	6.00400000	0.45032229	0.51534031
165619.00000000	-0.34260000	-0.22103948	6.00400000	0.45204541	0.51438450
166119.00000000	-0.33770000	-0.22193404	6.00400000	0.45373453	0.51349200
166619.00000000	-0.33270000	-0.22278635	6.00400000	0.45539975	0.51251856
167119.00000000	-0.32780000	-0.22361755	6.00400000	0.45706001	0.51155090
167619.00000000	-0.32260000	-0.22442899	6.00400000	0.45869534	0.51042067
168119.00000000	-0.31770000	-0.22526018	6.00400000	0.46026113	0.50933844
168619.00000000	-0.31260000	-0.22613362	6.00500000	0.46191949	0.50819500
169119.00000000	-0.30780000	-0.22704862	6.00500000	0.46357831	0.50714099
169619.00000000	-0.30260000	-0.22800517	6.00600000	0.46535022	0.50594952
170119.00000000	-0.29770000	-0.22891949	6.00600000	0.46702085	0.50479244
170619.00000000	-0.29270000	-0.22979292	6.00600000	0.46872389	0.50357507
171119.00000000	-0.28780000	-0.23064524	6.00600000	0.47033553	0.50231551
171619.00000000	-0.28260000	-0.23149824	6.00500000	0.47200510	0.50091771
172119.00000000	-0.27770000	-0.23237099	6.00500000	0.47365339	0.49960214
172619.00000000	-0.27270000	-0.23322399	6.00500000	0.47533808	0.49822164
173119.00000000	-0.26780000	-0.23405519	6.00500000	0.47698119	0.49682480
